handle,url,title,description,google_query,google_title,google_snippet,score,url_type,discovered_at
LightNovelArchives,https://t.me/LightNovelArchives,Light Novel Archive,A collective channel for Light Novels and Web Novels		Promo :-  @PromotionInGallery		Request Light Novels here :- @lightnovelarchive_bot		Check 👇	Anime : @Anime_Gallery	Manga: @manga_gallery	Anime Ost: @animemusicstash	Anime News: @Anime_News,telegram ebooks archive,View @LightNovelArchives - Telegram,"Anime Ost: @animemusicstash. Anime News: @Anime_News · View in Telegram · Preview channel. If you have Telegram, you can view and join. Light Novel Archive ...",0,channel_or_user,2026-01-11T09:51:43+00:00
taekwondoeurope,https://t.me/taekwondoeurope,ETU - European Taekwondo Union,European Taekwondo Union - Official Channel,telegram document channel,ETU - European Taekwondo Union – Telegram,"European Taekwondo Union - Official Channel. Download Telegram · About · Blog ... DOCUMENTS, DRAWS AND RESULTS https://europetaekwondo.org/documents/. 8.",0,channel_or_user,2026-01-11T09:51:43+00:00
ECWCCOM,https://t.me/ECWCCOM,ECWC/ኢኮሥኮ,Official ECWC Telegram Channal	.የኮርፖሬሽኑ  ዜናዎች	.የጨረታና የሥራ ማስታወቂያዎች	. በየወሩ የሚታተመው የዜና መጽሄት	. ፎቶዎች እና አጫጭር ቪዲዮች	.በየ 6ወሩ የሚታተመው የኮርፖሬሽኑ ዕይታ መጽሄት እና የኮርፖሬሽኑ ፕሮፋይል በዚህ ገጽ ላይ በየጊዜው ይቀርባል፡፡,telegram document channel,ECWC/ኢኮሥኮ – Telegram,"Bidding document should be prepared in English language. 4. Interested ... Telegram Channel-ECWC.BI . 8.42K views 23:49. October 25, 2024. ECWC/ኢኮሥኮ.",0,message,2026-01-11T09:51:43+00:00
MOHMediaGaza,https://t.me/MOHMediaGaza,وزارة الصحة الفلسطينية/ غزة,المكتب الاعلامي لوزارة الصحة بقطاع غزة,telegram document channel,View @MOHMediaGaza - Telegram,"View In Channel. <script async src=""https://telegram.org/js/telegram-widget.js?22"" data-telegram-post=""MOHMediaGaza/5271"" data-width=""100%""></script>.",0,message,2026-01-11T09:51:43+00:00
UpscWithNeelesh_AIR442,https://t.me/UpscWithNeelesh_AIR442,ETHICS AND ESSAY WITH NEELESH,"UPSC CSE 2021 	Rank 442	128 marks in Essay	Here to guide UPSC Aspirants for Ethics, Essay, Prelims and Sociology Optional	My Prelims Channel - https://t.me/UPSCPrelimsWithNeelesh	My Sociology Channel - https://t.me/SociologyWithNeelesh neeleshair442.com",telegram document channel,ETHICS AND ESSAY WITH NEELESH – Telegram,"If you don't have format, I already have shared in the channel in the pinned section. ... Till then, you are advised to do polity as per PYQ document and ...",0,channel_or_user,2026-01-11T09:51:43+00:00
dreammathsyoutube,https://t.me/dreammathsyoutube,Dream maths 😇,You can view and join @dreammathsyoutube right away.,telegram document channel,Dream maths – Telegram,WhatsApp Channel: https://whatsapp.com/channel/0029Va4km2zHwXbDimkJmW2x ... Check out Bharti's document. Open the shared document: https://acrobat.adobe ...,0,channel_or_user,2026-01-11T09:51:43+00:00
ksgindia,https://t.me/ksgindia,KSG IAS - KSG India (Official Telegram Channel),"We welcome you all to KSG IAS. We are a well known UPSC Coaching Institute in India preparing candidates for the Civil Services Examination at all three stages of the exam such as Prelims, Mains and Interview. Call 9654376543 9990999707 For More Details.",telegram document channel,KSG IAS - KSG India (Official Telegram Channel) – Telegram,"Today's Headlines - 22 July 2023. India, Sri Lanka adopt vision document. GS Paper - 2 (International Relations) India and Sri Lanka adopted an ambitious ...",0,channel_or_user,2026-01-11T09:51:43+00:00
ShredyJabarinTelegram,https://t.me/ShredyJabarinTelegram,Shredy Jabarin Telegram Channel,The telegram channel of Shredy Jabarin.,telegram document channel,Shredy Jabarin Telegram Channel – Telegram,"I'd like to celebrate this new telegram channel with the new music video that I worked on lately - soulquakes. ... The documentary is in German, but this scam has ...",0,channel_or_user,2026-01-11T09:51:43+00:00
startabap,https://t.me/startabap,SAP ABAP learning/Documents/Jobs/ Issue discussion,SAP is the world leading ERP	Learn ABAP		https://www.youtube.com/channel/UCXlth2zEZVfww7eRJOFxDAg,telegram document channel,SAP ABAP learning/Documents/Jobs/ Issue discussion – Telegram,SAP ABAP learning/Documents/Jobs/ Issue discussion. Almost 30+ documents available in documents channel https://t.me/abap_documents · @jgarridos shared all SAP ...,0,channel_or_user,2026-01-11T09:51:43+00:00
kritichampions,https://t.me/kritichampions,Kriti Champions OP,"Welcome to our family #boardwithkritidi😚	You will get notes, pdf, important questions etc here. 	You can also buy my book SCORE 100 -	https://amzn.in/d/bnOBNpv	Puchiiess🔥",telegram document channel,Kriti Champions OP – Telegram,TELEGRAM➡️ : ht… ❤159 13 11 8 7 3 3 3 2. 68.3K views 06:46 ... Channel link- https://youtube.com/@creativelearningop?si=0yPhbUyDGj8DWpA4,3,channel_or_user,2026-01-11T09:51:43+00:00
DevOpsSREbootcamp3,https://t.me/DevOpsSREbootcamp3,DEVOPS&SRE ADVANCED BOOTCAMP3,🚨Very Important 🚨		Just a heads-up if anyone from the group pings you seperately and requests any of your personal details please BLOCK THEM.		As few of you said that some members are asking for MONEY/HELP WITH PAYMENT GATEWAY they have been banned from,telegram document channel,DEVOPS&SRE ADVANCED BOOTCAMP3 – Telegram,✓JOIN THE DEDICATED TELEGRAM GROUP FOR DOCUMENTS- https://bit.ly/DevOpsSREbootcamp3… ... channel was made as a word… | 78 comments. 15 days back the biggest ...,0,channel_or_user,2026-01-11T09:51:43+00:00
white_spade44,https://t.me/white_spade44,Divyanshu Nigam IAS Resources/Tips,"Hello Everyone, this is Divyanshu Nigam -- AIR 44 CSE 2020 from Lucknow. Here I will be sharing my tips/test copies. 		I know the so-called 'toppers' material really helped me in my preparation and so trying to give back to the community. 		All the best.",telegram document channel,Divyanshu Nigam IAS Resources/Tips – Telegram,"Document 4. ... If you've registered for the session being conducted by UPSC Fundamentally on mental health on the 17th, please join this Telegram channel to help ...",0,channel_or_user,2026-01-11T09:51:43+00:00
OHUB4AllET,https://t.me/OHUB4AllET,OHUB,🔥 Ignite your Imagination 	👨‍💻 Study abroad programs	📒 International conferences	🎓 Scholarships	💰 Job opportunities	Connect with us: 	Instagram ፡ @ohub_et  	LinkedIn ፡ @ohubet 	Facebook ፡ @ohub4allet	TikTok፡ @estifohub  	Website ፡ ohubet.com,telegram document channel,OHUB – Telegram,"From Document Prep to Expert Visa Assistance with OHUB #Success ... In 2025, our Telegram channel achieved remarkable growth and engagement. We ...",2,channel_or_user,2026-01-11T09:51:43+00:00
dolivebtv,https://t.me/dolivebtv,Dolapo | DoliveB TV,Welcome to this great community		Hello and thank you for joining our community! I'm excited to have you on board.,telegram document channel,Dolapo | DoliveB TV – Telegram,Let AI do the heavy lifting for your business adverts! I just dropped a full *step-by-step tutorial* on how I create *realistic video ads*,0,channel_or_user,2026-01-11T09:51:43+00:00
naijasermonsng,https://t.me/naijasermonsng,Naijasermon.com (Channel),You can view and join @naijasermonsng right away.,telegram document channel,Naijasermon.com (Channel) – Telegram,"Document from Naijasermon Tv. 1. 3.64K views 12:36. November 16, 2023 ... How to Save Telegram Files to Phone Storage. 11. 4.24K views 10:41. November 17 ...",0,channel_or_user,2026-01-11T09:51:43+00:00
HSEenter,https://t.me/HSEenter,#FLYtoHSEuniversity,Official HSE University information channel on admission opportunities for international undergraduate and graduate applicants		HSE University official website for international applicants: https://admissions.hse.ru/en/,telegram document channel,#FLYtoHSEuniversity – Telegram,"Specialists assist with visa and immigration issues, document ... channel! P.S. These snowflakes were created by a designer and HSE University ...",0,channel_or_user,2026-01-11T09:51:43+00:00
ibdocs_2,https://t.me/ibdocs_2,IB Documents (2) Team,Website:	https://index.ibdocs.cc,telegram document channel,View @ibdocs_2 - Telegram,"Website: https://index.ibdocs.cc. View in Telegram · Preview channel. If you have Telegram, you can view and join. IB Documents (2) Team right away.",0,channel_or_user,2026-01-11T09:51:43+00:00
CGWitness,https://t.me/CGWitness,Church Gist Channel,Witness Leader Commander		https://linktr.ee/contactchurchgist,telegram document channel,Church Gist Channel – Telegram,"Write it down, document it! What are you expecting to see happen at Shiloh 2024? Don't write it down casually, prepare it ahead. So many people come and they ...",0,message,2026-01-11T09:51:43+00:00
durov,https://t.me/durov,Pavel Durov,Founder of Telegram.,telegram document channel,Pavel Durov – Telegram,"... Telegram bot or channel). We are proud of this popularity and we love ... document creation, gift sending, subscription tiers, emoji statuses — and much more ...",0,message,2026-01-11T09:51:43+00:00
newfileconverterbot,https://t.me/newfileconverterbot,File Converter,"This bot allows to convert files from one format to another easily. It works with images, audio files, and videos.",telegram document channel,Launch @newfileconverterbot - Telegram,"This bot allows to convert files from one format to another easily. It works with images, audio files, and videos. Start Bot. If you have Telegram, ...",1,channel_or_user,2026-01-11T09:51:43+00:00
IGCSE_S_A_files,https://t.me/IGCSE_S_A_files,(S.A.files📚) IGCSE Materials - Suha Algharaz,https://t.me/IGCSE_S_A_files		FREE IGCSE Materials (S.A.files📚) ✨️Suha AlGharaz✨️	Founder of Success Groups IGCSE		صدقة جارية لي ولوالدي وللمسلمين	💥*Telegram groups*💥	📌 *IGCSE Groups*	https://t.me/addlist/ae5LWCgVcHs2NDg8	.,telegram document channel,View @IGCSE_S_A_files - Telegram,"*Telegram groups* *IGCSE Groups* https://t.me/addlist/ae5LWCgVcHs2NDg8 . View in Telegram · Preview channel. If you have Telegram, you can view and join",0,channel_or_user,2026-01-11T09:51:43+00:00
aadityaguptaclassesagc,https://t.me/aadityaguptaclassesagc,Aaditya Gupta Classes,This is the official channel of Aaditya Gupta Classes to provide free educational content for BCOM. Share and spread ❤️,telegram document channel,Aaditya Gupta Classes – Telegram,This is the official channel of Aaditya Gupta Classes to provide free educational content for BCOM. ... Document from Aaditya Gupta. 1 1. 4.43K viewsAaditya ...,0,channel_or_user,2026-01-11T09:51:43+00:00
boingy,https://t.me/boingy,Jay's Boingy Tails,You can view and join @boingy right away.,telegram document channel,Jay's Boingy Tails – Telegram,"I will update in the channel in approximately 1 week with the final results and charity payment receipts. ❤44. 7.54K viewsJay Enfield, 01:14.",0,channel_or_user,2026-01-11T09:51:43+00:00
trainwithshubham,https://t.me/trainwithshubham,TrainWithShubham,Welcome to TrainWithShubham Community - A YouTube Channel with around 60k+ Family of DevOps Engineers and Python Devs from India.		Website: https://trainwithshubham.com		Channel: https://youtube.com/@TrainWithShubham,telegram document channel,TrainWithShubham – Telegram,TrainWithShubham WhatsApp Channel. TrainWithShubham is a one-stop for DevOps ... Notes: https://docs.google.com/document/d/ ...,0,channel_or_user,2026-01-11T09:51:43+00:00
theanonymousupscaspirant,https://t.me/theanonymousupscaspirant,Clarity for UPSC by Dr.Shivin (AIR - 297),"AIR - 297	UPSC CSE 2022		Youtube : https://www.youtube.com/@ClarityforUPSCbyDr.Shivin		I will tell you where to look, but I won't tell you what to see.",telegram document channel,Clarity for UPSC by Dr.Shivin (AIR - 297) – Telegram,Video on indian philosophy has been made by varun sir and it has been uploaded on edsarrthi's youtube channel. Will upload the one word questions for art ...,0,channel_or_user,2026-01-11T09:51:43+00:00
rrsinfodesk,https://t.me/rrsinfodesk,RRS Information Desk,RRS Addis Ababa Urban Information Desk,telegram document channel,RRS Information Desk – Telegram,"(Morning) Dear applicants of Self Applicant, UNHCR, Data clouser & German travel document, ... UNHCR Message for RRS Info Desk Telegram Channel.pdf. 186.1 KB.",0,channel_or_user,2026-01-11T09:51:43+00:00
shaktidubey_1,https://t.me/shaktidubey_1,Shakti Dubey UPSC CSE 2024 - AIR 1,You can view and join @shaktidubey_1 right away.,telegram document channel,Shakti Dubey UPSC CSE 2024 - AIR 1 – Telegram,"Apr 25, 2025 ... This is my only official telegram channel , which i will be using to ... 3)Our Planet documentary https://youtube.com/playlist?list ...",0,channel_or_user,2026-01-11T09:51:43+00:00
sembawangcountryclub,https://t.me/sembawangcountryclub,Sembawang Country Club,"A premier Golf and Country Club in Singapore, providing an exceptional experience for all, which members are proud of.",telegram document channel,Sembawang Country Club – Telegram,"Dear Members, We've uploaded a copy of our “SCC Members Portal Terms & Conditions Of Use” to Members Portal → Documents → “Membership Documents” ...",0,message,2026-01-11T09:51:43+00:00
pdfbot,https://t.me/pdfbot,PDF Bot,A bot that can do a lot of things related to PDF files,telegram document channel,Launch @pdfbot - Telegram,"A bot that can do a lot of things related to PDF files. Start Bot. If you have Telegram, you can launch. PDF Bot right away.",3,channel_or_user,2026-01-11T09:51:43+00:00
nucleus_education_kota,https://t.me/nucleus_education_kota,Nucleus Education Lecture,👉  Nucleus Education Lecture 		All Top and Best Faculty Lecture 		👉 Admin @FreePathSalaBot	👉 backup @FreePathSala,telegram lecture notes pdf,Nucleus Education Lecture – Telegram,VIEW IN TELEGRAM. 62 - DEFINITE INTEGRATION LECTURE-2.mp4. 11.1K views 22:08 ... Nucleus Education Lecture · Copy of SKM SIR OGRANIC CHEMISTRY NOTES PART-5.pdf.,0,channel_or_user,2026-01-11T09:51:43+00:00
physicsbyMRsir,https://t.me/physicsbyMRsir,Mr sir official,You can view and join @physicsbyMRsir right away.,telegram lecture notes pdf,Mr sir official – Telegram,In this lecture we will solve complete pyq of gravitation and revise all concept | for notes and pdf join here https://t.me/physicsbyMRsir. ❤30 16 8 7 4 ...,0,channel_or_user,2026-01-11T09:51:43+00:00
Nucleus_Education_Kota,https://t.me/Nucleus_Education_Kota,Nucleus Education Lecture,👉  Nucleus Education Lecture 		All Top and Best Faculty Lecture 		👉 Admin @FreePathSalaBot	👉 backup @FreePathSala,telegram lecture notes pdf,Nucleus Education Lecture – Telegram,VIEW IN TELEGRAM. 62 - DEFINITE INTEGRATION LECTURE-2.mp4. 14.3K views 22:08 ... Nucleus Education Lecture · Copy of SKM SIR OGRANIC CHEMISTRY NOTES PART-5.pdf.,0,channel_or_user,2026-01-11T09:51:43+00:00
kanishak2018notesandstrategy,https://t.me/kanishak2018notesandstrategy,Kanishak: Strategy and Notes for UPSC,"I'll try to share my experiences, strategy and relevant notes through this channel in the short term.",telegram lecture notes pdf,Kanishak: Strategy and Notes for UPSC – Telegram,"... pdf?dl=0. I would recommend that for the Philosophy section refer to self notes (class notes are all haphazard), and for the other two sections, class notes ...",1,channel_or_user,2026-01-11T09:51:43+00:00
AkanshaKarnwal,https://t.me/AkanshaKarnwal,Akansha Karnwal,👩🏻‍🏫My Unacademy Profile -  https://unacademy.com/@beproton/batches		Instagram Link - https://www.instagram.com/akanshakarnwal_?igsh=MWlzdXVwYmRwcWFiZQ%3D%3D&utm_source=qr,telegram lecture notes pdf,Akansha Karnwal – Telegram,"Dec 25, 2025 ... • Theory Lecture + Notes • DPP • Formula Sheets React with a ❤️ if ... Thermodynamics Formula Sheet by Akansha Karnwal .pdf.pdf. 969.1 ...",0,channel_or_user,2026-01-11T09:51:43+00:00
exphub910,https://t.me/exphub910,Exphub 9th & 10th,"New channel for 9th and 10th class students🔥		""Ab hm milkr exam me 95+ achieve krnge""		YouTube 👇 https://youtube.com/channel/UC4rZpoEdeFLF4x9walsyoSw",telegram lecture notes pdf,Exphub 9th & 10th – Telegram,Heredity (Prashant Kirad).pdf. 2.7 MB. Notes of lecture - Phle pura lecture dekhlenaa ✓. ❤1.93K 755 157 96 59 54 52 49 40 39 37. 273K viewsedited 10 ...,0,channel_or_user,2026-01-11T09:51:43+00:00
organicchemistrybyrohitagrawal,https://t.me/organicchemistrybyrohitagrawal,Organic chemistry by Rohit Agrawal,You can view and join @organicchemistrybyrohitagrawal right away.,telegram lecture notes pdf,Organic chemistry by Rohit Agrawal – Telegram,♦️Class Notes PDF - https://physicswallah.onelink.me/ZAZB/0uxac25f ♦️ ... Telegram: https://t.me/pwjeewallah. Lecture by - Rohit Agarwal Sir,0,channel_or_user,2026-01-11T09:51:43+00:00
manziliitjee,https://t.me/manziliitjee,Manzil IIT JEE 🚀,Official PW JEE Discussion Group For MANZIL 2024 💯		• Get All PDF & Class notes of Manzil 2024 & 2025,telegram lecture notes pdf,View @manziliitjee - Telegram,"Official PW JEE Discussion Group For MANZIL 2024 • Get All PDF & Class notes of Manzil 2024 & 2025. View in Telegram. If you have Telegram, ...",3,channel_or_user,2026-01-11T09:51:43+00:00
jaspalsirofficial,https://t.me/jaspalsirofficial,Acadla Official,"One stop point for Quiz, Notes, DPP, lecture links and complete content to master Civil Engineering to prepare for PSUs, GATE and ESE.		Coordinated & furnished by Jaspal Singh, Ex-IES, World Book of Records Holder.",telegram lecture notes pdf,View @jaspalsirofficial - Telegram,"One stop point for Quiz, Notes, DPP, lecture links and complete content to master Civil Engineering to prepare for PSUs, GATE and ESE. Coordinated ...",1,channel_or_user,2026-01-11T09:51:43+00:00
anushkamaamchemistry,https://t.me/anushkamaamchemistry,Anushka Maam Chemistry,Welcome to the beautiful world of chemistry,telegram lecture notes pdf,Anushka Maam Chemistry – Telegram,Class Notes ( Chemical Kinetics )-1.pdf. 10.1 MB. Chemical Kinetics ke class notes bache . https://unacademy.onelink.me/M2BR/warmdzhx. 10❤8 6 1. 7.1K views ...,0,channel_or_user,2026-01-11T09:51:43+00:00
drgargisingh,https://t.me/drgargisingh,"Gargi Singh mam Biology NEET/ Class 11-12 | Notes, Lectures, Quizzes",Be a part of this group for focused guidance to help you succeed in your NEET journey in an interactive and fun way,telegram lecture notes pdf,"Gargi Singh mam Biology NEET/ Class 11-12 | Notes, Lectures ...","Biotechnology Unit Notes.pdf. 12.8 MB. ❤7. 2.1K views 21:31. December 31, 2025 ... VIEW IN TELEGRAM. 0:59. 1.73K views 05:45. January 7. Gargi Singh mam ...",1,channel_or_user,2026-01-11T09:51:43+00:00
cdsjourney,https://t.me/cdsjourney,cds.journey,Naukri se pehle wala Apka Ghar💙🧿🫡,telegram lecture notes pdf,cds.journey – Telegram,"Dec 31, 2025 ... Ye btao AFCAT PYQ series ki 3 class karliya hai humne kya 4th and 5th class bhi krke sabhi class ki ek combined pdf bhej du bs wo pdf revise ...",0,channel_or_user,2026-01-11T09:51:43+00:00
pratikjagati,https://t.me/pratikjagati,PRATIK JAGATI FR & AFM,OM NAMAH SHIVAY		ॐ त्र्यम्बकं यजामहे सुगन्धिं पुष्टिवर्धनम् उर्वारुकमिव बन्धनान् मृत्योर्मुक्षीय मामृतात् 		Instagram - Instagram.com/pratikjagati	Website - www.pratikjagati.com 	Twitter -,telegram lecture notes pdf,PRATIK JAGATI FR & AFM – Telegram,"IND As 19 Revision Notes.pdf. 6.9 MB · IND AS 12 REV NOTES PRACTICAL.pdf. 10 MB · Ind As 102 Class Notes Copy.pdf. 17.1 MB. ❤56 24 8 3. 39.1K viewsKing, 07:00.",0,channel_or_user,2026-01-11T09:51:43+00:00
Physics_Notes_Class_11th_12th,https://t.me/Physics_Notes_Class_11th_12th,Physics Notes Class 11th 12th,☎️Contact | Advertising ➭ @ShubhamS90		✅HERE YOU GET ALL 11TH & 12TH  STUDY MATERIAL 		➥ USE BOT FOR ALL NOTES 📝	➥ ★ @SCIENCECENTRALBOT ★ 	     ➲ @NEET_JEE_CET_BOT		Group ➭ t.me/+jwIPtrHAwFkyYWM1 ⬅️,telegram lecture notes pdf,Physics Notes Class 11th 12th – Telegram,LOCOMOTION AND MOVEMENT BIOLOGY NOTES.pdf · ➩ 23. NEURAL CONTROL AND CO-ORDINATION BIOLOGY NOTES.pdf · ➩ 24. CHEMICAL CO ORDINATION AND INTEGRATION BIOLOGY ...,1,message,2026-01-11T09:51:43+00:00
mathsunpluggedchannel,https://t.me/mathsunpluggedchannel,Maths Unplugged!😎,"""BE HONEST WITH YOURSELF""	Easiest yet toughest thing to follow.	And this one advice is my mentorship summarised. That's all you need.",telegram lecture notes pdf,Maths Unplugged! – Telegram,Drive par notes upload kar diye hain Black m white both and timestamps ... Detailed Theory Lecture of Entire Integral Calculus today (upload hoga directly),0,channel_or_user,2026-01-11T09:51:43+00:00
Physicswallah_Lakshya_Batch,https://t.me/Physicswallah_Lakshya_Batch,Physicswallah Lakshya Batch Lecture Notes and DPPs,All PHYSICS WALLAH study Channels		⚉ Lectures	│	├ @lakshya_batch_physicswallah1	╰ @Physicswallah0 (Backup)		⚉ Notes & DPPs 	│	╰ @Physicswallah_Lakshya_Batch		⚉ Premium Books and Coaching Material	│	╰ @unacademyplusdiscounts_link		#Free #Education,telegram lecture notes pdf,Physicswallah Lakshya Batch Lecture Notes and DPPs – Telegram,1. Quadratic Equations 2. Complex Numbers 3. Binomial Theorem 4. Straight Lines 5. Circle 6. Matrices & Determinants 7. Vector Algebra & 3D 8. Functions 9. ...,1,channel_or_user,2026-01-11T09:51:43+00:00
cbse_10_class,https://t.me/cbse_10_class,CLASS 10 CBSE,CLASS 10 CBSE (10th) All Study Materials Here ◆Syllabus 	◆NCERT Books  & Solutions	◆Previous Year Papers 	◆Model Papers ◆Revision Notes 	◆Results		Instagram https://www.instagram.com/self_studys/,telegram lecture notes pdf,View @cbse_10_class - Telegram,CLASS 10 CBSE (10th) All Study Materials Here ◇Syllabus ◇NCERT Books & Solutions ◇Previous Year Papers ◇Model Papers ◇Revision Notes ◇Results,1,channel_or_user,2026-01-11T09:51:43+00:00
pwncertwallah,https://t.me/pwncertwallah,NCERT WALLAH,You can view and join @pwncertwallah right away.,telegram lecture notes pdf,NCERT WALLAH – Telegram,Vipin Sir Live Aarhe hai NEET Wallah Telegram Channel par.. NEET 2025 ... Chemistry Haloalkanes and Haloarenes Class notes pdf ✍️✍️✍️ Ache se ...,0,channel_or_user,2026-01-11T09:51:43+00:00
RFBTnotes,https://t.me/RFBTnotes,REO RFBT NOTES,MAS channel https://t.me/mngtnotes,telegram lecture notes pdf,REO RFBT NOTES – Telegram,"REO RFBT NOTES · LAW ON CONTRACTS NOTES.pdf. 217.5 KB · SALES.pdf. 496.4 KB. ❤170❤‍ 13 10 7. 62.8K views 02:30. February 16, 2023. REO RFBT NOTES · 4 ANTI- ...",1,channel_or_user,2026-01-11T09:51:43+00:00
usmle_facts,https://t.me/usmle_facts,USMLE FACTS (step1) channel,"Necessary facts from USMLE steps, clinical cases	ID: 📚 @usmle_facts",telegram exam notes,USMLE FACTS (step1) channel – Telegram,"I found the study group very helpful in getting me motivated to study for this exam. ... t.me/usmle_facts note, share, subscribe. Telegram. USMLE FACTS (step1) ...",0,channel_or_user,2026-01-11T09:51:43+00:00
cmahandwrittennotesfinal,https://t.me/cmahandwrittennotesfinal,CMA final handwritten notes🙇‍♂,WhatsApp groups :-	https://chat.whatsapp.com/LUmPnIhY92l06vLCJQtL3H	https://chat.whatsapp.com/DWsWg2OYgrPFxSEby8PVbd			Instagram :- 	https://instagram.com/cmahandwrittennotes?utm_medium=copy_lin		Telegram group :-	https://t.me/cmafinalhandwrittennotes,telegram exam notes,CMA final handwritten notes ‍ – Telegram,"Now, if we convert to syllabus-2022, from when we can write exams as per syllbus-2022? A. From this June itself you can write as per syllabus 2022. If you have ...",1,channel_or_user,2026-01-11T09:51:43+00:00
Drabzi,https://t.me/Drabzi,Dr_abzi,MCCQE1/ NAC OSCE/ MCCQE2/TDM/OET		Canadian medical licensing exams prepration		Contact us: @Sarah_Dr_abzi,telegram exam notes,Dr_abzi – Telegram,... study “Notes”!! And most of all his emotional support when I called him just before my exam!!! Really “Thanks” is not enough!! Can't wait to start the OSCE ...,0,channel_or_user,2026-01-11T09:51:43+00:00
NewtonDesk,https://t.me/NewtonDesk,Newton Desk✌️,"Creative Learning	IIT JEE, NEET, GATE, ESE, UPSC exam Study Notes, Handwritten notes, PDF, Formula sheet for Aspirants or Students		**Join Our Sub Channels**	@PhysicsDesk	@ChemistryDesk	@MathsDesk	@BiologyDesk		**Official Username**	@NewtonDesk",telegram exam notes,Newton Desk✌️ – Telegram,"IIT JEE, NEET, GATE, ESE, UPSC exam Study Notes, Handwritten notes, PDF, Formula sheet for Aspirants or Students **Join Our Sub Channels** @PhysicsDesk",3,channel_or_user,2026-01-11T09:51:43+00:00
Kanishak2018NotesAndStrategy,https://t.me/Kanishak2018NotesAndStrategy,Kanishak: Strategy and Notes for UPSC,"I'll try to share my experiences, strategy and relevant notes through this channel in the short term.",telegram exam notes,Kanishak: Strategy and Notes for UPSC – Telegram,"It will contain my Vajiram classnotes and other Self study notes which I made mainly during Mains preparation. Self notes were referenced from classnotes, ...",1,channel_or_user,2026-01-11T09:51:43+00:00
rfbtnotes,https://t.me/rfbtnotes,REO RFBT NOTES,MAS channel https://t.me/mngtnotes,telegram exam notes,REO RFBT NOTES – Telegram,"But what I can assure you is that may maiisagot ka! As long as nagbabasa ka, kusa yang lalabas pag sa Actual board exam na. Don't focus on the dates, focus on ...",1,channel_or_user,2026-01-11T09:51:43+00:00
nehal_baid,https://t.me/nehal_baid,NEHAL BAID,Group : For Video Updates	Admin : Nehal Baid		YouTube :	https://youtube.com/c/nehalbaid		Telegram :	https://t.me/ciscegroup		Telegram 2 :	https://t.me/class10icse		Telegram 3 :	https://t.me/nehal_baid		Instagram :	https://www.instagram.com/nehalbaid/,telegram exam notes,NEHAL BAID – Telegram,‍ Exam Study Vlog | A day In the life of NEET/JEE Aspirant 2023 ... #5 my ICSE CLASS 10 PHYSICS NOTES | Topper Notes | Nehal Baid ✨. in this ...,0,channel_or_user,2026-01-11T09:51:43+00:00
MHT_CET_EXAM_NOTES,https://t.me/MHT_CET_EXAM_NOTES,MHT CET EXAM NOTES,☎️Contact | Advertising ➭ @ShubhamS90		⭐ Study Material (All type Study Material) 	➭ @MHT_CET_MHTCET_NOTES_BOT		- Official Website - http://Mahacet.org			This channel is made by students for giving free notes & updates,telegram exam notes,MHT CET EXAM NOTES – Telegram,Platform · Chemistry 2024 Question MHT-CET · 1. Elements Of Group 1 and 2 ➭ · 2. States of Matter ➭ · 3. Adsorption And Colloids ➭ · 4. Basic Principles Of ...,1,channel_or_user,2026-01-11T09:51:43+00:00
examzy,https://t.me/examzy,Exᴀᴍᴢʏ (Sᴛᴜᴅʏ Gʀᴏᴜᴘ),"🎯 Govt Job Prep: HSSC, SSC, Teaching exam	📚 Daily Practice | PDF Notes | GK & CA	👑 Best Platform For All Govt Exams ♧  	🔔 Join Now– @examzy		Visit Now- www.examzy.in",telegram exam notes,View @examzy - Telegram,"Govt Job Prep: HSSC, SSC, Teaching exam Daily Practice | PDF Notes | GK & CA Best Platform For All Govt Exams ♧ Join Now– @examzy. Visit Now ...",3,channel_or_user,2026-01-11T09:51:43+00:00
shubhamkr_ias,https://t.me/shubhamkr_ias,Shubham Kumar: Strategy and Notes for UPSC(CSE),"This is Shubham Kumar, AIR 1 CSE 2020. This is my official telegram channel through which I would be sharing my notes and strategy.		My email: shubhamkrias@gmail.com",telegram exam notes,Shubham Kumar: Strategy and Notes for UPSC(CSE) – Telegram,All the Best !! Regards P.S- don't think of postponement of Mains examination due to COVID. UPSC doesn't change the dates when the exam ...,1,channel_or_user,2026-01-11T09:51:43+00:00
Loksevapublicationpune,https://t.me/Loksevapublicationpune,Lokseva Academy & Publication Pune,#MPSC/ #UPSC Only Exam Oriented Study Material	#LoksevaAcademy #Lokseva		📌 APPA HATNURE G.S. RESEARCH - https://t.me/appahatnuresir		📌 Youtube channel - https://www.youtube.com/@LoksevaAcademyPune,telegram exam notes,View @Loksevapublicationpune - Telegram,#MPSC/ #UPSC Only Exam Oriented Study Material #LoksevaAcademy #Lokseva APPA HATNURE G.S. RESEARCH - https://t.me/appahatnuresir Youtube channel ...,0,channel_or_user,2026-01-11T09:51:43+00:00
